Award Category,award_id,Circuit,circuit_id,Round,round_id,Player,player_id,stats
?? Second Place Team,9,Indy Gaming League Summer 2020 East Tier 2,9,IGL Summer 2020 Championships,112,tavi,lookup,10680715
?? Second Place Team,9,Indy Gaming League Summer 2020 East Tier 2,9,IGL Summer 2020 Championships,112,todd dillerson,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 East Tier 2,9,IGL Summer 2020 Championships,112,Dorfburger,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 East Tier 2,9,IGL Summer 2020 Championships,112,GTR_Lyfe,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 East Tier 2,9,IGL Summer 2020 Championships,112,iTwAsLucK,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 East Tier 2,9,IGL Summer 2020 Championships,112,JunoSynth,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 East Tier 2,9,IGL Summer 2020 Championships,112,Kc,2861,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 East Tier 2,9,IGL Summer 2020 Championships,112,KT,2963,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 East Tier 2,9,IGL Summer 2020 Championships,112,LordFischious,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 East Tier 2,9,IGL Summer 2020 Championships,112,chariotson,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 East Tier 2,9,IGL Summer 2020 Championships,112,Crankt,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 East Tier 2,9,IGL Summer 2020 Championships,112,derpbucket,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 East Tier 2,9,IGL Summer 2020 Championships,112,millerwon,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 East Tier 3,13,IGL Summer 2020 Championships,112,Hexagonal,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 East Tier 3,13,IGL Summer 2020 Championships,112,JudgeJudyIsHot,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 East Tier 3,13,IGL Summer 2020 Championships,112,RyanVile,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 East Tier 3,13,IGL Summer 2020 Championships,112,whyphilosophy,lookup,10680715
?? Second Place Team,9,Indy Gaming League Summer 2020 East Tier 3,13,IGL Summer 2020 Championships,112,Juntao,lookup,10680715
?? Second Place Team,9,Indy Gaming League Summer 2020 East Tier 3,13,IGL Summer 2020 Championships,112,MrKirbs,lookup,10680715
?? Second Place Team,9,Indy Gaming League Summer 2020 East Tier 3,13,IGL Summer 2020 Championships,112,Yoshi McB,lookup,10680715
?? Second Place Team,9,Indy Gaming League Summer 2020 East Tier 3,13,IGL Summer 2020 Championships,112,zouzouni,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 East Tier 3,13,IGL Summer 2020 Championships,112,BagOtriX,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 East Tier 3,13,IGL Summer 2020 Championships,112,BendderRodriguez,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 East Tier 3,13,IGL Summer 2020 Championships,112,Bron,3154,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 East Tier 3,13,IGL Summer 2020 Championships,112,Mage,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 East Tier 3,13,IGL Summer 2020 Championships,112,MatttheRogue,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 East Tier 3,13,IGL Summer 2020 Championships,112,OrganEyes,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 East Tier 3,13,IGL Summer 2020 Championships,112,scratchresistant,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,chungus,3164,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,Dr. Danny,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,Gnar09,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,Goose,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,lunchmeat13,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,teatoddler,3026,10680715
?? Second Place Team,9,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,Alteffor,lookup,10680715
?? Second Place Team,9,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,egeefree,lookup,10680715
?? Second Place Team,9,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,littlePenguinDude,lookup,10680715
?? Second Place Team,9,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,obo,3031,10680715
?? Second Place Team,9,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,RetroHeroSX,lookup,10680715
?? Second Place Team,9,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,Teiko,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,darzu,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,Jelloey,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,josheklow,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,mksteele,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,monopoli,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 West Tier 1,14,IGL Summer 2020 Championships,112,Walshy,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,Aleks,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,Cricri,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,Sbanc,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,Shenanigans,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,tavi,lookup,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,Vi,2965,10680715
?? First Place Team,8,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,Xeperu,lookup,10680715
?? Second Place Team,9,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,C920e,lookup,10680715
?? Second Place Team,9,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,Goodlad,lookup,10680715
?? Second Place Team,9,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,Hikachu,lookup,10680715
?? Second Place Team,9,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,IcyShark,lookup,10680715
?? Second Place Team,9,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,MiTu,lookup,10680715
?? Second Place Team,9,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,Phoonus,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,eBears,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,Egghead,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,KT,2963,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,lev,lookup,10680715
?? Third Place Team,10,Indy Gaming League Summer 2020 West Tier 2,8,IGL Summer 2020 Championships,112,moke,3343,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 1,15,IGL Winter 2020 Week 10,143,basiQ,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 1,15,IGL Winter 2020 Week 10,143,chappy,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 1,15,IGL Winter 2020 Week 10,143,desseler,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 1,15,IGL Winter 2020 Week 10,143,Kobe4n,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 1,15,IGL Winter 2020 Week 10,143,yeesh,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2020 All Tier 1,15,IGL Winter 2020 Week 10,143,AgentSnake,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2020 All Tier 1,15,IGL Winter 2020 Week 10,143,coombzy,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2020 All Tier 1,15,IGL Winter 2020 Week 10,143,GoodGamesJames,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2020 All Tier 1,15,IGL Winter 2020 Week 10,143,Jame,2931,10680715
?? Second Place Team,9,Indy Gaming League Winter 2020 All Tier 1,15,IGL Winter 2020 Week 10,143,Peanutphobia,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2020 All Tier 1,15,IGL Winter 2020 Week 10,143,Keyboardskater,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2020 All Tier 1,15,IGL Winter 2020 Week 10,143,littlePenguinDude,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2020 All Tier 1,15,IGL Winter 2020 Week 10,143,Serialbawx,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2020 All Tier 1,15,IGL Winter 2020 Week 10,143,Sgt Spankcakes,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2020 All Tier 1,15,IGL Winter 2020 Week 10,143,sheapatricio,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2020 All Tier 1,15,IGL Winter 2020 Week 10,143,TheBrickMatt,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 2,16,IGL Winter 2020 Week 10,143,ChuckBerry,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 2,16,IGL Winter 2020 Week 10,143,darkrain,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 2,16,IGL Winter 2020 Week 10,143,EarthBowser,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 2,16,IGL Winter 2020 Week 10,143,king dookie supreme,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 2,16,IGL Winter 2020 Week 10,143,NoBey,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 2,16,IGL Winter 2020 Week 10,143,supra05,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 2,16,IGL Winter 2020 Week 10,143,w3az3,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2020 All Tier 2,16,IGL Winter 2020 Week 10,143,Arguas,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2020 All Tier 2,16,IGL Winter 2020 Week 10,143,bartaan,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2020 All Tier 2,16,IGL Winter 2020 Week 10,143,LudicSavant,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2020 All Tier 2,16,IGL Winter 2020 Week 10,143,MoranHalo1,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2020 All Tier 2,16,IGL Winter 2020 Week 10,143,QP Mini Boss Jats,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2020 All Tier 2,16,IGL Winter 2020 Week 10,143,ssbm_snek,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2020 All Tier 2,16,IGL Winter 2020 Week 10,143,tm0z,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 3,17,IGL Winter 2020 Week 10,143,317Slayer,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 3,17,IGL Winter 2020 Week 10,143,Demintele,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 3,17,IGL Winter 2020 Week 10,143,Jekka,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 3,17,IGL Winter 2020 Week 10,143,Melt This Curse Away,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 3,17,IGL Winter 2020 Week 10,143,Morgan,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 3,17,IGL Winter 2020 Week 10,143,Tinsel,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2020 All Tier 3,17,IGL Winter 2020 Week 10,143,Tnow,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2020 All Tier 3,17,IGL Winter 2020 Week 10,143,clam,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2020 All Tier 3,17,IGL Winter 2020 Week 10,143,Dooober,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2020 All Tier 3,17,IGL Winter 2020 Week 10,143,iTwAsLucK,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2020 All Tier 3,17,IGL Winter 2020 Week 10,143,LordFischious,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2020 All Tier 3,17,IGL Winter 2020 Week 10,143,WaoW,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2020 All Tier 3,17,IGL Winter 2020 Week 10,143,Jelloey,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2020 All Tier 3,17,IGL Winter 2020 Week 10,143,josheklow,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2020 All Tier 3,17,IGL Winter 2020 Week 10,143,mksteele,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2020 All Tier 3,17,IGL Winter 2020 Week 10,143,Walshy,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 East Tier 1,25,IGL Winter 2021 Championships-W1,168,AgentSnake,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 East Tier 1,25,IGL Winter 2021 Championships-W1,168,GoodGamesJames,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 East Tier 1,25,IGL Winter 2021 Championships-W1,168,Goose,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 East Tier 1,25,IGL Winter 2021 Championships-W1,168,Jame,2931,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 East Tier 1,25,IGL Winter 2021 Championships-W1,168,lightsabermetrics,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 East Tier 1,25,IGL Winter 2021 Championships-W1,168,Peanutphobia,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 East Tier 1,25,IGL Winter 2021 Championships-W1,168,itsotter,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 East Tier 1,25,IGL Winter 2021 Championships-W1,168,KG28,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 East Tier 1,25,IGL Winter 2021 Championships-W1,168,PM Me for Shark Facts,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 East Tier 1,25,IGL Winter 2021 Championships-W1,168,T2P,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 East Tier 1,25,IGL Winter 2021 Championships-W1,168,XSV21,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 East Tier 1,25,IGL Winter 2021 Championships-W1,168,[BB] Dakota,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 East Tier 1,25,IGL Winter 2021 Championships-W1,168,daddy,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 East Tier 1,25,IGL Winter 2021 Championships-W1,168,EarthBowser,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 East Tier 1,25,IGL Winter 2021 Championships-W1,168,Keyboardskater,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 East Tier 1,25,IGL Winter 2021 Championships-W1,168,littlePenguinDude,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 East Tier 1,25,IGL Winter 2021 Championships-W1,168,TheBrickMatt,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 East Tier 2,26,IGL Winter 2021 Championships-W1,168,*AG*,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 East Tier 2,26,IGL Winter 2021 Championships-W1,168,Buffaloboy,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 East Tier 2,26,IGL Winter 2021 Championships-W1,168,carby,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 East Tier 2,26,IGL Winter 2021 Championships-W1,168,Cheesecakr,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 East Tier 2,26,IGL Winter 2021 Championships-W1,168,lev,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 East Tier 2,26,IGL Winter 2021 Championships-W1,168,BrookeBee,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 East Tier 2,26,IGL Winter 2021 Championships-W1,168,CatSavetheQueen,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 East Tier 2,26,IGL Winter 2021 Championships-W1,168,musashi,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 East Tier 2,26,IGL Winter 2021 Championships-W1,168,Syndro,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 East Tier 2,26,IGL Winter 2021 Championships-W1,168,thedevster,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 East Tier 2,26,IGL Winter 2021 Championships-W1,168,WorldBFree,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 East Tier 2,26,IGL Winter 2021 Championships-W1,168,_marigolds_,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 East Tier 2,26,IGL Winter 2021 Championships-W1,168,Grass,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 East Tier 2,26,IGL Winter 2021 Championships-W1,168,kangarus,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 East Tier 2,26,IGL Winter 2021 Championships-W1,168,Key Lime,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 East Tier 2,26,IGL Winter 2021 Championships-W1,168,ronster,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 East Tier 2,26,IGL Winter 2021 Championships-W1,168,tsaralek,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 East Tier 3,27,IGL Winter 2021 Championships-W1,168,BagOtriX,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 East Tier 3,27,IGL Winter 2021 Championships-W1,168,BendderRodriguez,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 East Tier 3,27,IGL Winter 2021 Championships-W1,168,Bron,3154,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 East Tier 3,27,IGL Winter 2021 Championships-W1,168,Mage,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 East Tier 3,27,IGL Winter 2021 Championships-W1,168,MatttheRogue,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 East Tier 3,27,IGL Winter 2021 Championships-W1,168,tjbuddy100,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 East Tier 3,27,IGL Winter 2021 Championships-W1,168,HairyBerry,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 East Tier 3,27,IGL Winter 2021 Championships-W1,168,MoranHalo1,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 East Tier 3,27,IGL Winter 2021 Championships-W1,168,Sisyphutz,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 East Tier 3,27,IGL Winter 2021 Championships-W1,168,Sopranist,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 East Tier 3,27,IGL Winter 2021 Championships-W1,168,Tib_boT,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 East Tier 3,27,IGL Winter 2021 Championships-W1,168,dribby,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 East Tier 3,27,IGL Winter 2021 Championships-W1,168,graphicallylisa,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 East Tier 3,27,IGL Winter 2021 Championships-W1,168,RyanVile,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 East Tier 3,27,IGL Winter 2021 Championships-W1,168,whyphilosophy,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,Big Chungus,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,Dr. Danny,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,eBears,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,Egghead,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,Gnar09,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,Goose,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,Jonny Cream,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,lev,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,lunchmeat13,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,moke,3343,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,teatoddler,3026,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,abomb,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,Alteffor,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,egeefree,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,Guvnah,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,Kayb33,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,littlePenguinDude,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,obo,3031,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,Peanutphobia,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,RetroHeroSX,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,sklover,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,Teiko,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,woody-kq,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,[Ha-Ha] JAB,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,Corvus,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,EWOK,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,Hank87,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,Jelloey,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,josheklow,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,mksteele,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,thedevster,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,Walshy,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 1,23,IGL Winter 2021 Championships-W1,168,WorldBFree,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,7473r7075!,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,carby,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,Cricri,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,Damenace,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,dee2,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,HauntedNorth,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,PATÉ,3397,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,PATÉ1,3555,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,Syndro,lookup,10680715
?? First Place Team,8,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,Terkoiz69,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,All Speeds,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,altppt,2919,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,Arguas,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,Babylon,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,Buffaloboy,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,dinofairy,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,dojo,3410,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,dojoturbo,lookup,10680715
